State_California,State_New_York,Type_of_organization_BSO,Type_of_organization_BSR,Type_of_organization_EDU,Type_of_organization_GOV,Type_of_organization_MED,Total_Records,Information_Source_California_Attorney_General,Information_Source_Databreaches_net,Information_Source_Dataloss_DB,Information_Source_Media,Information_Source_PHIPrivacy_net,Information_Source_US_Department_of_Health_and_Human_Services,Year_of_Breach_2006,Year_of_Breach_2007,Year_of_Breach_2010,Year_of_Breach_2011,Year_of_Breach_2012,Year_of_Breach_2013,Year_of_Breach_2014,Year_of_Breach_2015,Year_of_Breach_2016,Year_of_Breach_2017,target
0,0,0,0,0,0,1,1105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,7226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,1,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,17000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
1,0,0,0,0,0,1,11081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,870,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,844,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,20000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
1,0,0,0,0,0,1,11646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,42000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
1,0,0,0,0,0,1,3900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
1,0,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
1,0,0,0,0,0,1,961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
1,0,0,0,0,0,1,745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,102153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,7067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,4490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,2917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,3183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,5713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4873,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,13000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,2376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,1,0,0,0,0,1,1017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,4907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Physical
0,0,0,0,0,0,1,10480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,3230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,13617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,6000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,22000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,14829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,1416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,27800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,1911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,5200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,4305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,2203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,28187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,2700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,2261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,2045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,10228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,3947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
1,0,0,0,0,0,1,3833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,3512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,2810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
1,0,0,0,0,0,1,1009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
1,0,0,0,0,0,1,566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
1,0,0,0,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,6284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,1586,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,1,0,610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,1,0,0,0,0,1,537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,1,0,0,0,0,1,37000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,5840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cyber
0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,0,0,0,1,1300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Physical
0,0,0,1,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,1,0,0,0,868000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,3.70E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,0,1,0,0,0,0,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Physical
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cyber
0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,25855,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,1,1,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,725,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,8261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,5867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,1,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,1626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,1139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cyber
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Physical
